_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
11683,0023C00061000000,1609 MEADVILLE ST,2010,2008-12-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Fineview,1,25,1,Northern,Riverview,1,1-10,-80.00510067743808,40.46064452662654
11684,0046R00112000000,1911 MEADVILLE ST,2011,2008-12-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Fineview,1,25,1,Northern,Riverview,1,1-10,-80.00598778473358,40.462815580319976
11685,0046R00114000000,1915 MEADVILLE ST,2011,2008-12-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Fineview,1,25,1,Northern,Riverview,1,1-10,-80.00613325387359,40.462907737196666
11686,0045J00272000000,1508 HODGKISS ST,2011,2010-08-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Marshall-Shadeland,1,27,1,Northern,Riverview,1,1-14,-80.03153240676951,40.46682389542483
11687,0050K00161000000,5020 BROAD ST,2013,2010-12-19,ACT42 RESIDENTIAL,3,86750,Garfield,9,10,2,Central,Highland,5,3-4,-79.94312970759407,40.4663583835877
11688,0022K00379000000,1320 LIVERPOOL ST,2009,2010-12-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02603983701663,40.45533856028378
11689,0049N00316000000,3628 MINTWOOD ST,2014,2014-05-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96305958798388,40.46322657892125
11690,0080H00141000000,5222 HOLMES ST,2015,2014-05-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95146616679231,40.47924202287932
11691,0120N00210000000,5614 DUNCAN ST,,2014-05-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94562555579938,40.48302441717862
11692,0022K00017000000,1401 COLUMBUS AVE,2014,2014-04-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02757470034139,40.45744165842322
11693,0022L00296000000,1109 LIVERPOOL ST,2016,2014-04-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02192886801701,40.45554233303957
11694,0008D00180000100,418 LOCKHART ST,,2014-04-29,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-20,-80.0006703900484,40.45245314940531
11695,0023M00224000000,910 CEDAR AVE,2018,2014-04-14,ACT42 RESIDENTIAL,3,86750,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00200093233678,40.45530679929135
11696,0006B00091000000,60 CIELO LN,2017,2014-04-28,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02642388627514,40.441370031009015
11697,0001G00224040300,151 FORT PITT BLVD UNIT 403,2010,2009-08-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.0045964418005,40.43866176643195
11698,0001G00224040600,151 FORT PITT BLVD UNIT 406,,2009-08-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00449343700392,40.4386234714123
11699,0001G00224190200,151 FORT PITT BLVD UNIT 1902,,2009-08-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00468189536024,40.43828177022654
11700,0001G00224140300,151 FORT PITT BLVD UNIT 1403,2010,2009-08-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00477269987238,40.4384032484839
11701,0001G00224110500,151 FORT PITT BLVD UNIT 1105,2011,2009-08-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00457040784812,40.438381763716734
11702,0001G00224140500,151 FORT PITT BLVD UNIT 1405,2011,2009-08-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.0047024533617,40.43837743537364
11703,0001G00224120400,151 FORT PITT BLVD UNIT 1204,2019,2009-08-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00474410358363,40.43844518673455
11704,0025N00218040100,2545 PENN AVE UNIT 401,2021,2018-01-28,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.97902132259972,40.45481963807972
11705,0028F00206000000,3420 FORBES AVE,2022,2018-01-02,LOCAL ECONOMIC STIMULUS,10,250000,Central Oakland,3,4,3,Central,Schenley,4,2-14,-79.96028108427836,40.43878522945657
11706,0049N00033000B00,3516 LEECH ST,2019,2018-01-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96500228048474,40.46462829069515
11707,0049P00102000000,3929 MINTWOOD ST,2019,2018-01-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.95872194259594,40.46427621501336
11708,0049C00136000A00,4511 DAVISON ST,,2018-01-26,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95678524998014,40.470995250048006
11709,0080F00160000000,4836 HATFIELD ST,2019,2018-01-29,LOCAL ECONOMIC STIMULUS,10,250000,Central Lawrenceville,7,9,2,Central,Highland,2,3-5,-79.9579116478126,40.47706911645352
11710,0023N00131000000,828 W NORTH AVE,,2018-01-29,LOCAL ECONOMIC STIMULUS,10,250000,Central Northside,1,22,1,Northern,Riverview,1,1-7,-80.01572714963562,40.45404012445286
11711,0046K00189000000,300 LAFAYETTE AVE,2020,2018-01-08,ACT42 ENHANCED RESIDENTIAL,10,250000,Fineview,6,26,1,Northern,Riverview,1,1-10,-80.00787592381354,40.465311817445546
11712,0003N00248000000,639 SCIENCE ST,2020,2018-01-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,5,Southern,Emerald,3,4-5,-79.99674875978322,40.42516027880642
11713,0003N00249000000,647 SCIENCE ST,2021,2018-01-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,5,Southern,Emerald,3,4-5,-79.9966143622348,40.42514851838153
11714,0004G00108000000,11 E SYCAMORE ST,2020,2018-01-31,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-27,-80.00691728735201,40.43036102258298
11715,0088M00010000000,1558 OVERTON LN,2014,2008-07-21,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.91780469037828,40.41858376363845
11716,0041G00055000000,1234 JUSTINE ST,,2020-02-27,ACT42 RESIDENTIAL,3,86750,Crafton Heights,2,28,5,Northern,Emerald,6,1-16,-80.05660668174897,40.44942848649116
11717,0009D00250000000,WATERFRONT PL,,2020-02-24,ACT42 RESIDENTIAL,3,86750,Strip District,7,2,6,Central,Highland,2,2-3,-79.98703043281338,40.45124188065829
11718,0083A00266000000,5454 BLACK ST,2022,2020-02-05,ACT42 RESIDENTIAL,3,86750,Garfield,9,11,2,Central,Highland,5,3-4,-79.93120117196072,40.46980882754184
11719,0083A00267000000,5452 BLACK ST,2022,2020-02-05,ACT42 RESIDENTIAL,3,86750,Garfield,9,11,2,Central,Highland,5,3-4,-79.93129145355323,40.46984542417694
11720,0083A00268000000,5450 BLACK ST,,2020-02-05,ACT42 RESIDENTIAL,3,86750,Garfield,9,11,2,Central,Highland,5,3-4,-79.9313790320799,40.469874946548806
11721,0119S00041000000,5310 DRESDEN WAY,2022,2020-02-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95170417323628,40.481957788786865
11722,0010M00154000000,2621 CENTRE AVE,2020,2020-02-21,LOCAL ECONOMIC STIMULUS,10,250000,Middle Hill,6,5,3,Central,Schenley,2,2-5,-79.96791900930715,40.44718492858556
11723,0002E00012000000,431 SMITHFIELD ST,,2020-02-18,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99919390848277,40.43986042623069
11724,0002E00012000100,441 SMITHFIELD ST,,2020-02-18,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99904345720817,40.439839349742044
11725,0002E00012000200,431 SMITHFIELD ST,,2020-02-18,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9991610578823,40.43965551762919
11726,0009N00076000000,800 PENN AVE,2021,2020-02-18,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99909244286111,40.44328985550836
11727,0009N00092000000,209 9TH ST,2022,2020-02-18,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99793295258536,40.44348650739755
11728,0022L00273000000,1213 LIVERPOOL ST,2022,2020-02-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02323240410463,40.45531095886735
11729,0001D00259C50100,301 5TH AVE UNIT 501,2011,2009-09-30,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99988121888268,40.4413032375287
11730,0024N00301000000,610 LOCKHART ST,2011,2009-09-09,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-20,-79.99848225286516,40.45287567876004
11731,0004M00174030800,308 BIGBEE ST,2010,2009-09-22,ACT42 ENHANCED RESIDENTIAL,10,250000,Mount Washington,3,18,4,Southern,Emerald,3,4-5,-80.00222203562224,40.42744080455309
11732,0139F00067000000,179 AIDAN CT,,2009-09-04,ACT42 RESIDENTIAL,3,86750,Brookline,4,32,4,Southern,Emerald,6,4-25,-80.01100375521037,40.38155199993927
11733,0006A00125000000,309 S MAIN ST,,2016-05-04,LOCAL ECONOMIC STIMULUS,10,250000,West End,2,20,5,Northern,Emerald,6,1-17,-80.03197754148547,40.44167363768141
11734,0022P00301000000,1119 FULTON ST,2018,2016-05-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02454806103222,40.45311524960986
11735,0022P00302000000,1117 FULTON ST,2018,2016-05-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02453218034269,40.453067193734846
11736,0022P00303000000,1115 FULTON ST,2018,2016-05-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02451863646974,40.453025847766796
11737,0002A00240000000,425 6TH AVE,,2016-05-27,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99680919132665,40.441486287047475
11738,0002A00240000000,425 6TH AVE,,2016-05-27,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99680919132665,40.441486287047475
11739,0025C00130000000,3011 SMALLMAN ST,,2016-05-09,COMMERCIAL LERTA,5,50000,Strip District,7,6,6,Central,Highland,2,3-2,-79.9732710489427,40.460326269526796
11740,0023H00145000000,531 DUNLOE ST,,2010-11-16,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00089831645974,40.4579063594716
11741,0086E00188000000,5517 AYLESBORO AVE,2018,2014-03-07,ACT42 RESIDENTIAL,3,86750,Squirrel Hill North,8,14,3,Eastern,Frick,4,2-8,-79.93024014111332,40.43934071130232
11742,0017M00211000000,143 BANKSVILLE PL,2017,2014-03-20,ACT42 RESIDENTIAL,3,86750,Banksville,2,20,5,Northern,Emerald,6,4-9,-80.03369496801047,40.41709991187737
11743,0017M00212000000,147 BANKSVILLE PL,2017,2014-03-20,ACT42 RESIDENTIAL,3,86750,Banksville,2,20,5,Northern,Emerald,6,4-9,-80.03362715282566,40.41711399020139
11744,0017M00213000000,151 BANKSVILLE PL,2017,2014-03-20,ACT42 RESIDENTIAL,3,86750,Banksville,2,20,5,Northern,Emerald,6,4-9,-80.03355523690017,40.41712850158951
11745,0017M00214000000,155 BANKSVILLE PL,2017,2014-03-20,ACT42 RESIDENTIAL,3,86750,Banksville,2,20,5,Northern,Emerald,6,4-9,-80.03348684464434,40.417143464445225
11746,0049P00127000000,318 39TH ST,2015,2014-03-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96005013862407,40.4641790986953
11747,0022G00224000000,1211 COLUMBUS AVE,2016,2014-03-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02407650434402,40.45808109465671
11748,0022K00046000000,1240 JUNIATA ST,2016,2014-03-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.0247507720197,40.45754068945336
11749,0022K00047000000,1244 JUNIATA ST,2016,2014-03-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02485213546835,40.45752256523711
11750,0022K00048000000,1248 JUNIATA ST,2015,2014-03-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02496180271716,40.45750380464007
11751,0023M00321000000,904 MIDDLE ST,,2014-03-04,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.9995475608344,40.455648215252296
11752,0011K00036000000,2076 5TH AVE,2016,2013-12-04,RESIDENTIAL LERTA,10,150000,Bluff,6,1,3,Central,Schenley,2,2-1,-79.9761987097289,40.437922015974245
11753,0011F00118000000,2015 5TH AVE,2016,2013-12-04,RESIDENTIAL LERTA,10,150000,West Oakland,6,4,3,Central,Schenley,4,2-1,-79.97682939859052,40.43839875142113
11754,0051L00270000000,5250 LIBERTY AVE,2018,2013-12-18,RESIDENTIAL LERTA,10,150000,Bloomfield,7,8,2,Central,Highland,5,3-1,-79.9407018861703,40.45672865920839
11755,0048M00029000000,171 36TH ST,2015,2013-12-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96632828002926,40.46601189211534
11756,0049J00034000000,3619 CHARLOTTE ST,2015,2013-12-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.966003712139,40.46635838710762
11757,0080N00053000000,123 43RD ST,2018,2013-12-09,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96234278119833,40.47242303095115
11758,0006J00001000000,491 BRADLEY ST,2018,2016-06-20,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02910601568247,40.43607927970015
11759,0006K00009000000,479 BRADLEY ST,2018,2016-06-20,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02887660519943,40.436317428019244
11760,0006K00011000000,485 BRADLEY ST,2018,2016-06-20,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02891709129153,40.43620415816663
11761,0051M00015000000,5502 BAUM BLVD,2018,2016-06-13,LOCAL ECONOMIC STIMULUS,10,250000,Friendship,7,8,2,Central,Highland,5,3-23,-79.93635123764277,40.45733180020584
11762,0080H00302000000,5224 WICKLIFF ST,2019,2016-06-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94994556387601,40.47835384252349
11763,0080H00305000000,5224 WICKLIFF ST,2019,2016-06-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94989775495824,40.47839085748941
11764,0080H00306000000,5226 WICKLIFF ST,2019,2016-06-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94985214564994,40.478426293600805
11765,0001M00052000000,432 1ST AVE,2019,2016-06-30,RESIDENTIAL LERTA,10,150000,Central Business District,6,1,6,Central,Riverview,2,1-4,-79.99988367177838,40.43677476215104
11766,0125K00018000000,6706 MCPHERSON BLVD,,2020-05-01,ACT42 RESIDENTIAL,3,86750,Point Breeze North,9,14,2,Eastern,Frick,4,3-14,-79.91018509903257,40.45531098721286
11767,0025F00288000000,75 HOPPER PL,,2020-05-26,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,6,6,Central,Highland,2,2-25,-79.9772396558751,40.45875980807027
11768,0022D00196000000,861 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01868007707814,40.46155382285415
11769,0022D00198000000,857 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01859962090195,40.46161538078797
11770,0022D00204000000,843 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01837254684881,40.46178985320981
11771,0022D00212000000,838 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01852104810202,40.462035974836866
11772,0022D00216000A00,846 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01868549763917,40.46191164363307
11773,0022D00217000000,852 BRIGHTRIDGE ST,,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.0187493459488,40.461862818754646
11774,0022D00218000000,854 BRIGHTRIDGE ST,2022,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.0187823193489,40.46183704413899
11775,0022D00220000000,858 BRIGHTRIDGE ST,2022,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01885097834148,40.461784630152046
11776,0022D00402000000,844 BRIGHTRIDGE ST,2022,2020-05-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.0186208262571,40.46196109450819
11777,0001H00188000000,405 WOOD ST,,2018-07-13,RESIDENTIAL LERTA,10,150000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00140963927302,40.43959669039689
11778,0009N00037000000,955 LIBERTY AVE,2022,2018-07-12,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99606209887645,40.44371309503292
11779,0080H00263000000,5203 WICKLIFF ST,2019,2018-07-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9506038196461,40.47798130345219
11780,0175E00160000000,7301 PENN AVE,,2018-07-30,LOCAL ECONOMIC STIMULUS,10,250000,Point Breeze North,9,14,2,Eastern,Frick,4,3-14,-79.89873710575027,40.44873529987485
11781,0006F00230000000,220 SEWARD ST,2022,2018-07-29,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02511401452975,40.43963687536886
11782,0006F00232000000,218 SEWARD ST,2022,2018-07-29,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02503264170176,40.43972672273267
11783,0006F00233000000,216 SEWARD ST,2022,2018-07-29,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02497371969595,40.43979198617102
11784,0006F00234000000,214 SEWARD ST,2021,2018-07-29,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02491231885291,40.439859380486865
11785,0080K00080000000,4707 HATFIELD ST,2016,2015-01-12,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-5,-79.96017355300553,40.47583637129554
11786,0080P00034000000,153 44TH ST,2017,2015-01-06,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.9610206379873,40.47265690478812
11787,0088M00096000D00,1640 OVERTON LN UNIT D,2017,2015-01-12,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,14,3,Eastern,Frick,4,2-20,-79.91925512416522,40.41770282305112
11788,0003J00110000000,437 BAILEY AVE,2017,2015-01-26,ACT42 RESIDENTIAL,3,86750,Mount Washington,3,18,4,Southern,Emerald,3,4-5,-79.99764640862591,40.42650723350397
11789,0003H00031000000,1302 E CARSON ST,,2015-01-22,COMMERCIAL LERTA,5,50000,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.98510789379446,40.42857632257352
11790,0049N00048000000,3600 BANDERA ST,2016,2015-01-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.9639527785064,40.46468312539311
11791,0042S00148000000,2822 BERGMAN ST,2016,2015-01-06,ACT42 ENHANCED RESIDENTIAL,10,250000,Sheraden,2,20,5,Northern,Emerald,6,1-16,-80.05296870837539,40.45495391546772
11792,0023M00141000000,1200 MIDDLE ST,2016,2015-01-02,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00000037944952,40.4572392613268
11793,0023S00261000000,808 CEDAR AVE,2017,2015-01-30,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00170602753,40.45441589204092
11794,0009M00178000000,1870 CLIFF ST,,2022-01-19,CHAPTER 265 ENHANCED,10,250000,Crawford-Roberts,6,3,3,Central,Schenley,2,2-1,-79.9835261083591,40.44684256384535
11795,0083M00173000000,20 MAYFLOWER ST,2022,2022-01-10,CHAPTER 265 ENHANCED,10,250000,Larimer,9,12,2,Eastern,Northeast,5,3-10,-79.91741074445112,40.46526549089457
11796,0006K00301000000,419 CLARENCE ST,2023,2022-01-21,CHAPTER 265 BASE,3,175000,Duquesne Heights,2,19,5,Southern,Western,3,4-1,-80.02537434688077,40.436115571778494
11797,0009N00001000000,701 SMITHFIELD ST,,2022-06-20,CHAPTER 265 ENHANCED,10,250000,Central Business District,6,2,1,Central,Northern,2,1-3,-79.99690791770742,40.443034621208994
11798,0011E00044000000,1655 5TH AVE,2017,2015-09-04,RESIDENTIAL LERTA,10,150000,Crawford-Roberts,6,3,3,Central,Schenley,2,2-4,-79.98288085361354,40.43865516571392
11799,0084E00266000000,5765 CENTRE AVE,2019,2015-09-30,RESIDENTIAL LERTA,10,150000,East Liberty,7,8,2,Central,Highland,5,3-11,-79.93225143208511,40.458107941601654
11800,0080P00147000C00,4520 MODOC WAY,2016,2015-09-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96064482696995,40.47391055933809
11801,0080P00250000000,4621 PLUMMER ST,2017,2015-09-25,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95999265333576,40.47431449447569
11802,0050L00151000000,223 N ATLANTIC AVE,2017,2015-09-01,ACT42 RESIDENTIAL,3,86750,Garfield,9,10,2,Central,Highland,5,3-4,-79.93836815525935,40.46607978870823
11803,0086B00286000000,5615 WOODMONT ST,2017,2015-09-11,ACT42 RESIDENTIAL,3,86750,Squirrel Hill North,8,14,3,Eastern,Frick,4,2-18,-79.9270760290315,40.44227409489649
11804,0012P00036000000,711 S 21ST ST,2017,2015-09-24,LOCAL ECONOMIC STIMULUS,10,250000,South Side Flats,3,16,4,Southern,Schenley,3,4-24,-79.97602122482385,40.425576892953565
11805,0003M00264000000,127 S 13TH ST,2017,2015-09-15,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.9850299849079,40.4263784728431
11806,0003M00267000000,44 UXOR WAY,2017,2015-09-15,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,4,Southern,Schenley,3,4-24,-79.98482397787937,40.42638297163522
11807,0024N00088000000,621 FORELAND ST,2017,2015-09-24,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.9986084122861,40.45449118172486
11808,0024N00089000000,619 FORELAND ST,2017,2015-09-09,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99868837317229,40.45447562107202
11809,0114G00286000000,3945 KLEBER ST,,2015-09-29,ACT42 RESIDENTIAL,3,86750,Brighton Heights,1,27,1,Northern,Riverview,1,1-14,-80.03785938536743,40.48852376705513
11810,0009K00142000000,1108 SMALLMAN ST,2019,2017-03-17,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-3,-79.993610995103,40.44568823647116
11811,0049E00092000000,186 39TH ST,2018,2017-03-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96447425752069,40.467807927957416
11812,0050L00146000000,5303 BROAD ST,2018,2017-03-06,ACT42 RESIDENTIAL,3,86750,Garfield,9,10,2,Central,Highland,5,3-4,-79.93799968490711,40.46605626261933
11813,0088M00042000000,1676 SHELBURNE LN,,2017-03-22,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.91922907854637,40.41660595380619
11814,0088M00044000000,1670 SHELBURNE LN,2018,2017-03-17,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.91904086188876,40.416609609144245
11815,0088M00046000000,1664 SHELBURNE LN,,2017-03-17,ACT42 RESIDENTIAL,3,86750,Squirrel Hill South,5,15,3,Eastern,Frick,4,2-20,-79.91884991190143,40.41660259875422
11816,0006J00007000000,496 BRADLEY ST,2019,2017-03-01,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02952561969258,40.436183409176046
11817,0006J00017000000,476 BRADLEY ST,2018,2017-03-01,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02951573598234,40.436606565423475
11818,0023M00131000000,1212 LINDEN PL,2018,2017-03-20,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00074499433977,40.45746476093113
11819,0009N00137000000,941 PENN AVE,,2008-05-19,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9967440986429,40.444480810783475
11820,0012L00339000000,2418 JANE ST,2015,2008-05-05,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,16,4,Southern,Schenley,3,4-24,-79.97103167150537,40.42607570766909
11821,0008D00166000000,510 LOCKHART ST,,2019-12-23,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-20,-79.99967184060833,40.45264089122357
