_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
12309,0006K00005000000,467 BRADLEY ST,2017,2016-03-18,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02877515259642,40.43648727362026
12310,0006K00007000000,473 BRADLEY ST,2018,2016-03-18,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02882643538528,40.43640274559054
12311,0024F00052000000,1001 HIGH ST,,2018-10-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Spring Garden,1,24,1,Northern,Riverview,1,1-5,-79.99436235482382,40.459677219398884
12312,0001H00330000000,314 4TH AVE,,2018-10-29,RESIDENTIAL LERTA,10,150000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00088110031542,40.43903448015894
12313,0080D00341000000,5304 HOLMES ST,2019,2018-10-22,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94983136163071,40.48048858236592
12314,0028R00101000000,3321 WARD ST,2019,2018-10-05,ACT42 RESIDENTIAL,3,86750,South Oakland,3,4,3,Central,Schenley,4,2-11,-79.95505584629738,40.43376140695157
12315,0049E00132000000,147 39TH ST,2023,2020-10-07,RESIDENTIAL LERTA,10,150000,Lower Lawrenceville,7,6,1,Central,Northeast,2,3-3,-79.96532968647617,40.469559966469035
12316,0009D00285000000,1910 WATERFRONT PL,2021,2019-10-11,ACT42 RESIDENTIAL,3,86750,,,,,,,,,,
12317,0036B00053000000,1341 KIRSOPP AVE,,2019-10-02,ACT42 RESIDENTIAL,3,86750,Banksville,2,20,5,Northern,Emerald,6,4-9,-80.04177808583756,40.41331080419217
12318,0009A00030000000,518 PRESSLEY ST,2020,2019-10-15,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-20,-79.99930974655754,40.45215779995786
12319,0009N00080000100,808 PENN AVE UNIT 100,,2012-11-14,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9988916795638,40.44347493648378
12320,0009N00080000300,808 PENN AVE UNIT 300,,2012-11-14,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99886188030393,40.44340679060813
12321,0009N00080000400,808 PENN AVE UNIT 400,,2012-11-14,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99884674038516,40.44337259502423
12322,0009N00080000500,808 PENN AVE UNIT 500,,2012-11-14,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99883179090618,40.44333819429147
12323,0009N00080000600,808 PENN AVE UNIT 600,,2012-11-14,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99881658252271,40.44330403841817
12324,0009N00080000700,808 PENN AVE UNIT 700,,2012-11-14,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99880172222024,40.44327013832296
12325,0009N00080000800,808 PENN AVE UNIT 800,,2012-11-14,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99878693958792,40.44323626716708
12326,0009N00080000200,808 PENN AVE UNIT 200,,2012-11-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99887669151504,40.44344063732457
12327,0026P00071000000,736 CLARISSA ST,2014,2012-11-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Hill,6,5,3,Central,Schenley,2,2-22,-79.96068974698858,40.45320660156552
12328,0049P00299000000,3812 HOWLEY ST,2014,2012-11-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96047832401064,40.462878704665506
12329,0080G00175000000,5116 BUTLER ST,,2012-11-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9551704955364,40.47881537386531
12330,0080G00176000000,5118 BUTLER ST,,2012-11-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95515190687847,40.478848930427645
12331,0027M00044000001,159 N BELLEFIELD AVE,,2012-11-16,LOCAL ECONOMIC STIMULUS,10,250000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.95314280458663,40.44759416671829
12332,0027M00044000B00,4420 BAYARD ST,2017,2012-11-16,LOCAL ECONOMIC STIMULUS,10,250000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.95343242544462,40.44735639625125
12333,0025M00148000000,3033 BRERETON ST,2017,2016-10-20,ACT42 RESIDENTIAL,3,86750,Polish Hill,7,6,6,Central,Highland,2,2-6,-79.9686987420634,40.45675359624325
12334,0049F00286000600,260 42ND ST UNIT 6,2016,2016-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95855777685398,40.46886098738056
12335,0025J00051000000,48 26TH ST,2018,2016-10-13,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-25,-79.98079627142626,40.45647959575363
12336,0025J00051000000,48 26TH ST,2018,2016-10-13,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,2,6,Central,Highland,2,2-25,-79.98079627142626,40.45647959575363
12337,0022G00226000000,1215 COLUMBUS AVE,2019,2016-10-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02420713776145,40.4580585108425
12338,0022G00227000000,1219 COLUMBUS AVE,2019,2016-10-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02431759640626,40.45803723021497
12339,0022G00228000000,1223 COLUMBUS AVE,2019,2016-10-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02441895028578,40.4580200679892
12340,0022K00054000000,1704 FULTON ST,,2016-10-27,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.0254625144536,40.45732013804415
12341,0006M00318000000,125 MERIDAN ST,,2022-05-12,CHAPTER 265 BASE,3,175000,Mount Washington,2,19,5,Southern,Western,3,4-1,-80.01777159709131,40.43665850982776
12342,0023F00062000000,17 LANE WAY,,2022-05-16,CHAPTER 265 BASE,3,175000,Central Northside,6,25,1,Northern,Northern,1,1-21,-80.00886459197942,40.45981068425967
12343,0009N00058000000,915 LIBERTY AVE,,2022-05-23,CHAPTER 265 ENHANCED,10,250000,Central Business District,6,2,1,Central,Northern,2,1-3,-79.99759556104122,40.443293646835805
12344,0052A00041000000,4707 WALLINGFORD ST,2014,2012-10-09,ACT42 RESIDENTIAL,3,86750,Shadyside,8,7,2,Eastern,Frick,4,2-9,-79.9488855130976,40.45175663651281
12345,0051H00122000000,420 ROUP AVE,,2012-10-01,LOCAL ECONOMIC STIMULUS,10,250000,Friendship,7,8,2,Central,Highland,5,3-23,-79.9352724113119,40.458545771383974
12346,0051H00130000000,5607 BAUM BLVD,,2012-10-01,LOCAL ECONOMIC STIMULUS,10,250000,Friendship,7,8,2,Central,Highland,5,3-23,-79.93540209330624,40.45815645285715
12347,0051H00146000000,5631 BAUM BLVD,2015,2012-10-01,LOCAL ECONOMIC STIMULUS,10,250000,Friendship,7,8,2,Central,Highland,5,3-23,-79.9350296413992,40.4583048461287
12348,0023S00230000000,410 E OHIO ST,,2018-04-02,COMMERCIAL LERTA,5,50000,,,,,,,,,,
12349,0007D00167000000,907 WESTERN AVE,,2018-04-02,COMMERCIAL LERTA,5,50000,Allegheny West,1,22,1,Northern,Riverview,1,1-7,-80.01671065062897,40.45166526075698
12350,0007D00172000000,917 WESTERN AVE,,2018-04-02,COMMERCIAL LERTA,5,50000,Allegheny West,1,22,1,Northern,Riverview,1,1-7,-80.01722242115784,40.451568202448
12351,0023M00096000000,515 KNOLL ST,,2018-04-24,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00123220671358,40.45740507228495
12352,0023S00222000000,426 E OHIO ST,,2018-04-02,COMMERCIAL LERTA,5,50000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00078005698195,40.45363121417453
12353,0023S00223000000,424 E OHIO ST,,2018-04-02,COMMERCIAL LERTA,5,50000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00083580279906,40.45362019701423
12354,0023S00224000000,422 E OHIO ST,,2018-04-02,COMMERCIAL LERTA,5,50000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00089792840465,40.45360871032513
12355,0023S00233000000,406 E OHIO ST,,2018-04-02,COMMERCIAL LERTA,5,50000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00129939618822,40.45353091080108
12356,0023S00234000000,404 E OHIO ST,,2018-04-02,COMMERCIAL LERTA,5,50000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00141844530151,40.453496999408685
12357,0024N00078000000,709 EAST ST,,2018-04-02,COMMERCIAL LERTA,5,50000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99823341061465,40.45445360453642
12358,0024N00117000000,705 EAST ST,,2018-04-02,COMMERCIAL LERTA,5,50000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99831035635425,40.45428742520375
12359,0006M00287000000,164 ONEIDA ST,,2018-04-09,ACT42 RESIDENTIAL,3,86750,Duquesne Heights,2,19,5,Southern,Emerald,3,4-1,-80.02020584900173,40.43658367625174
12360,0002F00166000000,112 WASHINGTON PL,,2018-04-10,LOCAL ECONOMIC STIMULUS,10,250000,Central Business District,6,3,6,Central,Schenley,2,2-4,-79.99195048539983,40.4397360043151
12361,0002F00166000000,112 WASHINGTON PL,,2018-04-10,COMMERCIAL LERTA,5,50000,Central Business District,6,3,6,Central,Schenley,2,2-4,-79.99195048539983,40.4397360043151
12362,0025G00025000000,3000 SMALLMAN ST,,2018-04-18,LOCAL ECONOMIC STIMULUS,10,250000,Strip District,7,6,6,Central,Highland,2,3-2,-79.97307923724034,40.45951883895905
12363,0048M00020000000,3610 SMALLMAN ST,,2018-04-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96657126460363,40.46624576945982
12364,0049R00240000000,3945 LIBERTY AVE,2019,2018-04-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.95777778425365,40.462988008897405
12365,0080G00250000000,5114 CARNEGIE ST,2019,2018-04-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95435030822799,40.47812303423515
12366,0012K00221000000,124 S 21ST ST,,2019-06-06,ACT42 RESIDENTIAL,3,86750,South Side Flats,3,17,3,Southern,Schenley,3,4-24,-79.97669862890032,40.42711121118578
12367,0025N00270000000,2330 PENN AVE,,2019-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Strip District,7,2,6,Central,Highland,2,2-25,-79.98064052001227,40.453094880801096
12368,0049J00302000000,219 38TH ST,2020,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96352153101249,40.46655423633809
12369,0049J00304000000,217 38TH ST,2020,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96357794501782,40.46659722399192
12370,0049J00311000000,215 38TH ST,2020,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96362608511664,40.46663699803143
12371,0049J00312000000,213 38TH ST,2020,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96367578918088,40.46667548746559
12372,0049J00316000000,211 38TH ST,2021,2019-06-24,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96373052870155,40.466719320990585
12373,0080G00271000000,5121 KEYSTONE ST,2022,2019-06-25,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95395670053225,40.47798387867952
12374,0081A00044000000,5308 DUNCAN ST,2022,2019-06-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94903312736338,40.48006664912206
12375,0081A00045000000,5312 DUNCAN ST,2022,2019-06-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94891954148129,40.48013203572486
12376,0081A00046000000,5310 DUNCAN ST,2022,2019-06-20,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.9489765579472,40.48009972519318
12377,0081A00047000000,5314 DUNCAN ST,2022,2019-06-19,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94886155050798,40.48016428147086
12378,0015C00331000000,316 EUTAW ST,2017,2016-02-10,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-27,-80.00713633911886,40.423086043073276
12379,0015C00333000000,320 EUTAW ST,2017,2016-02-10,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-27,-80.007053185663,40.423076384380806
12380,0015C00335000000,326 EUTAW ST,2017,2016-02-10,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-27,-80.00695498578905,40.42306519280106
12381,0015C00339000000,330 EUTAW ST,2017,2016-02-10,ACT42 RESIDENTIAL,3,86750,Mount Washington,2,19,5,Southern,Emerald,3,4-27,-80.00687149115687,40.423056057489184
12382,0124J00157000000,6223 MEADOW ST,,2016-02-29,COMMERCIAL LERTA,5,50000,Larimer,9,12,2,Eastern,Highland,5,3-12,-79.9148320837888,40.46576090517624
12383,0049B00008000000,160 44TH ST,,2016-02-18,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96120446280608,40.47216007285209
12384,0083G00063000000,5810 HAYS ST,2016,2016-02-16,ACT42 RESIDENTIAL,3,86750,East Liberty,9,11,2,Central,Highland,5,3-8,-79.9236802585317,40.46834112125378
12385,0084B00059000000,6002 PENN AVE,2017,2016-02-12,LOCAL ECONOMIC STIMULUS,10,250000,East Liberty,9,8,2,Central,Highland,5,3-8,-79.92445298061213,40.46095510779575
12386,0049A00322000000,4107 WILLOW ST,2018,2016-02-26,LOCAL ECONOMIC STIMULUS,10,250000,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96424085165638,40.47225173933069
12387,0048M00043000000,3538 CHARLOTTE ST,2018,2016-02-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96621146980513,40.465325153007036
12388,0049E00029000000,180 38TH ST,2019,2016-02-04,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96518019616606,40.467348352643654
12389,0049E00064000000,177 38TH ST,2017,2016-02-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96506526540797,40.4677647431801
12390,0049N00168000000,3441 LIGONIER ST,2017,2016-02-05,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96551376575285,40.46306617018705
12391,0080D00067000000,5265 CARNEGIE ST,2017,2016-02-01,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95217513350742,40.48161113460861
12392,0080D00285000000,5220 KEYSTONE ST,2017,2016-02-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95216017895578,40.47981585494781
12393,0080H00217000000,5227 POE WAY,2018,2016-02-23,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95063200426021,40.47878220494289
12394,0027G00320000000,4101 BIGELOW BLVD,,2016-02-11,LOCAL ECONOMIC STIMULUS,10,250000,North Oakland,8,4,3,Central,Schenley,4,2-7,-79.9545411661428,40.45020441026347
12395,0002A00240000B00,601 WILLIAM PENN PL,2018,2016-02-27,RESIDENTIAL LERTA,10,150000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99682359932682,40.44150046861873
12396,0023M00251000000,422 SUISMON ST,2019,2016-02-05,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.001374266461,40.45522018518916
12397,0023G00108000000,1432 LORAINE ST,,2016-02-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Northside,6,25,1,Northern,Riverview,1,1-6,-80.00599278519141,40.45845532653311
12398,0084B00232000000,5921 BAUM BLVD,,2015-02-18,COMMERCIAL LERTA,5,50000,East Liberty,9,8,2,Central,Highland,5,3-11,-79.92724654124972,40.46053376756614
12399,0048M00016000000,3618 SMALLMAN ST,,2015-02-17,ACT42 RESIDENTIAL,3,86750,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96646327306941,40.46639927915569
12400,0080P00114000000,151 45TH ST,2016,2015-02-27,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96057055887447,40.473326755681555
12401,0084M00206000A00,6480 LIVING PL,2015,2015-02-03,LOCAL ECONOMIC STIMULUS,10,250000,Shadyside,8,7,2,Eastern,Frick,4,3-13,-79.91671134401969,40.455692443287646
12402,0029P00350000000,3030 SOUTH WATER ST,2017,2015-02-09,LOCAL ECONOMIC STIMULUS,10,250000,South Side Flats,3,16,4,Southern,Schenley,3,4-24,-79.96061923738287,40.425631126795636
12403,0003N00242000000,221 ZUZU CIR,2017,2015-02-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99697342373872,40.42551856666578
12404,0003N00243000000,225 ZUZU CIR,2018,2015-02-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99686570933453,40.42551347687132
12405,0003N00244000000,231 ZUZU CIR,2017,2015-02-18,ACT42 ENHANCED RESIDENTIAL,10,250000,Allentown,3,18,4,Southern,Emerald,3,4-5,-79.99674929672872,40.42548376818393
12406,0022K00052000000,1252 JUNIATA ST,2018,2015-02-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02510002481196,40.45747864855093
12407,0045F00297000000,2649 BRIGHTON RD,2021,2015-02-03,ACT42 ENHANCED RESIDENTIAL,10,250000,Marshall-Shadeland,1,27,1,Northern,Riverview,1,1-9,-80.0256935260054,40.469445640981064
12408,0002A00018000000,808 LIBERTY AVE,,2014-10-30,COMMERCIAL LERTA,5,50000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9987432150094,40.44251622632479
12409,0025J00164000000,2501 SMALLMAN ST,2016,2014-10-23,RESIDENTIAL LERTA,10,150000,Strip District,7,2,6,Central,Highland,2,2-25,-79.98081901545453,40.4551242778935
12410,0049N00262000000,309 37TH ST,2016,2014-10-28,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.96221269207442,40.464077838824174
12411,0049F00286000000,260 42ND ST,,2014-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95852303850954,40.46888070607508
12412,0049F00286000100,260 42ND ST UNIT 1,2017,2014-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95867919086199,40.46880974419181
12413,0049F00286000200,260 42ND ST UNIT 2,2017,2014-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95864831236896,40.46878644272116
12414,0049F00286000300,260 42ND ST UNIT 3,2016,2014-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95860263462339,40.46882408595404
12415,0049F00286000400,260 42ND ST UNIT 4,2016,2014-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95863322883237,40.4688475173693
12416,0049F00286000500,260 42ND ST UNIT 5,2017,2014-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95858802452302,40.4688846138019
12417,0049F00286000700,260 42ND ST UNIT 7,2016,2014-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.95850801367558,40.46890188727846
12418,0049F00286000800,260 42ND ST UNIT 8,2018,2014-10-13,ACT42 RESIDENTIAL,3,86750,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.9585384220357,40.468925292848624
12419,0084M00216000000,6425 LIVING PL,2017,2014-10-02,LOCAL ECONOMIC STIMULUS,10,250000,Shadyside,8,7,2,Eastern,Frick,4,3-13,-79.91712913149713,40.45686736824811
12420,0080H00319000000,5242 LOTUS WAY,2019,2018-12-12,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95080999099548,40.47951672701457
12421,0022D00197000000,859 BRIGHTRIDGE ST,,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01864142080412,40.46158275307873
12422,0022G00188000000,934 CALIFORNIA AVE,2022,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-9,-80.02048091281489,40.45922821658401
12423,0022G00193000000,944 CALIFORNIA AVE,,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-9,-80.02075683623977,40.45917934868863
12424,0022H00050000000,904 CALIFORNIA AVE,,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-9,-80.01936149562134,40.459444499002274
12425,0022H00051000A00,902 CALIFORNIA AVE,,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-9,-80.0192678266289,40.45940466306457
12426,0022H00053000000,900 CALIFORNIA AVE,,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-9,-80.01920130383874,40.45947300728067
12427,0022H00117000000,1713 BRIGHTON RD,,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,25,1,Northern,Riverview,1,1-21,-80.01646007552895,40.45873227431097
12428,0045S00148000000,633 CHAUTAUQUA ST,,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01756707694311,40.46375171529632
12429,0045S00151000000,637 CHAUTAUQUA ST,,2018-12-16,ACT42 ENHANCED RESIDENTIAL,10,250000,Perry South,6,25,1,Northern,Riverview,1,1-12,-80.01769494631377,40.463646746384576
12430,0022C00072000000,1200 KUNKLE AVE,,2018-12-21,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02433192352261,40.46040497035308
12431,0022C00073000000,1202 KUNKLE AVE,,2018-12-21,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.02438275729497,40.46039559048673
12432,0022G00054000000,1012 LAMONT ST,,2018-12-21,ACT42 ENHANCED RESIDENTIAL,10,250000,California-Kirkbride,6,21,1,Northern,Riverview,1,1-9,-80.0221224698704,40.460003450264935
