_id,pin,address,billing_city,current_delq,prior_years,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
148528,0013L00004000000,2307 ECCLES ST,"PITTSBURGH, PA",232.07,4,Residential,South Side Slopes,3,16,4,16,3,4-22,-79.97399407474526,40.41841748483428
148529,0013A00242000000,1921 HURON ST,"PITTSBURGH, PA",941.56,4,Residential,South Side Slopes,3,17,4,17,3,4-3,-79.98009681561321,40.422830428808744
148530,0030E00223000000,3243 JOSEPHINE ST,"PITTSBURGH, PA",493.67,4,Residential,South Side Slopes,3,16,4,16,3,4-22,-79.96448101756609,40.418814234469394
148531,0013D00177000000,2753 OAKLEY WAY,"PITTSBURGH, PA",659.53,4,Residential,South Side Slopes,3,16,4,16,3,4-22,-79.96768613778345,40.421415298512706
148532,0076P00069000000,1067 SMITHTON AVE,"PITTSBURGH, PA",1033.08,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02743754852519,40.47404930318367
148533,0076P00058000000,SMITHTON AVE,"PITTSBURGH, PA",110.55,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02702757180599,40.47399802934777
148534,0076N00317000000,VENSEL WAY,"SEWICKLEY, PA",177.27,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02935956756268,40.473356410548725
148535,0075S00299000000,3127 OXFIELD ST,"PITTSBURGH, PA",577.53,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03477539219395,40.472518171954846
148536,0075S00123000000,3184 MCCLURE AVE,"PITTSBURGH, PA",2096.62,4,Commercial,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03489289157385,40.4737996212938
148537,0076J00341000000,COURTRIGHT ST,"PITTSBURGH, PA",28.6,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03154545381034,40.47572860684359
148538,0075M00292000000,3216 MCCLURE AVE,"PITTSBURGH, PA",0,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03473532826054,40.47464534450277
148539,0076K00144000000,1024 GRAND AVE,"STAFFORD, VA",263.36,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02627360182116,40.475054667706715
148540,0076P00060000000,1059 SMITHTON AVE,"PITTSBURGH, PA",739.55,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0271018134561,40.47400497116836
148541,0076N00377000000,3045 STAYTON ST,"PITTSBURGH, PA",1002.58,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02897371074536,40.47333147140976
148542,0076K00143000000,1026 GRAND AVE,"STAFFORD, VA",848.18,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02637002250768,40.47506963578251
148543,0076P00046000000,1043 SMITHTON AVE,"PITTSBURGH, PA",745.26,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02653167427911,40.473964208585365
148544,0076P00062000000,1061 SMITHTON AVE,"PITTSBURGH, PA",789.11,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02718005462519,40.474014083355144
148545,0076P00056000000,1055 SMITHTON AVE,"PITTSBURGH, PA",324.02,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02693314467584,40.473982879376095
148546,0045N00075000000,1311 LIEB WAY,"PITTSBURGH, PA",61.67,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.02890135348416,40.463900161730265
148547,0045N00304000000,2332 CALIFORNIA AVE,"ASPEN, CO",324.04,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.0312970631805,40.46321079426993
148548,0044H00029000000,1438 WOODLAND AVE,"SPRINGDALE, MD",789.09,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0329639212142,40.46873386454684
148549,0076J00318000000,1302 GEYER AVE,"PITTSBURGH, PA",391.27,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03218207689035,40.47507038312033
148550,0076K00089000000,1113 GRAND AVE,"PITTSBURGH, PA",17.62,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02799328763132,40.47469461123099
148551,0076K00243000000,1028 ROTHPLETZ ST,"PITTSBURGH, PA",573.72,4,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.02643164235697,40.47592725219993
148552,0076J00287000000,COURTRIGHT ST,"SOUTH AMBOY, NJ",287.82,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03129143110523,40.47532979851968
148553,0076J00337000000,17 COURTRIGHT ST,"PITTSBURGH, PA",0,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03182763370434,40.475691527849854
148554,0076P00066000000,1061 SMITHTON AVE,"PITTSBURGH, PA",388.82,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02729507101316,40.474034619820266
148555,0076K00225000000,3240 ROTHPLETZ ST,"TRAFFORD, PA",375.49,4,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.02805727203527,40.476464290838955
148556,0044H00275000000,CALIFORNIA AVE,"BRADDOCK, PA",64.8,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03611546369609,40.46963941405632
148557,0075S00028000000,LANGFITT AVE,"PITTSBURGH, PA",22.87,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03668366184264,40.47361406358933
148558,0044D00229000000,2901 CALIFORNIA AVE,"PITTSBURGH, PA",0,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03625533105664,40.47006445661149
148559,0076J00340000000,COURTRIGHT ST,"PITTSBURGH, PA",17.16,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03161631103113,40.475718017364784
148560,0045B00124000000,2721 MCDOWELL ST,"PITTSBURGH, PA",726.73,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02686868705804,40.47045044264502
148561,0076N00280000000,3049 WADLOW ST,"PITTSBURGH, PA",225.44,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03003722175674,40.47326580619426
148562,0075S00150000000,3136 MCCLURE AVE,"PITTSBURGH, PA",28.6,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.0361681117516,40.4725294151246
148563,0076K00224000B00,3240 ROTHPLETZ ST,"TRAFFORD, PA",375.49,4,Residential,Marshall-Shadeland,1,27,1,27,1,1-14,-80.0281199998054,40.476515227268656
148564,0076J00317000000,COURTRIGHT ST,"PITTSBURGH, PA",43.85,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03230468326069,40.47507455586001
148565,0075M00282000000,WOODS RUN AVE,"PITTSBURGH, PA",5.73,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03497152263148,40.47502469977875
148566,0076L00167000000,SMITHTON AVE,"PITTSBURGH, PA",95.3,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.02351319357105,40.474858762935604
148567,0045E00021000000,1407 DICKSON ST,"IRVING, TX",189.42,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03204706826963,40.46929781502819
148568,0045N00072000000,1314 MARSHALL AVE,"PITTSBURGH, PA",17.16,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-9,-80.02897752981298,40.46371577793297
148569,0045A00150000000,SHADELAND AVE,"PITTSBURGH, PA",9.54,4,Residential,Marshall-Shadeland,6,27,1,27,1,1-14,-80.03102865838021,40.47143214674351
148570,0126D00161000000,7090 THOMAS BLVD,"HOMESTEAD, PA",9331.77,4,Residential,Point Breeze North,9,14,2,14,4,3-14,-79.90279833716204,40.45155559016795
148571,0026A00094000000,3638 LIBERTY AVE,"PITTSBURGH, PA",0,4,Residential,Lower Lawrenceville,7,6,1,6,2,3-6,-79.96245799502394,40.46174375963908
148572,0049P00032000000,3908 PENN AVE,"PITTSBURGH, PA",5336.82,4,Commercial,Lower Lawrenceville,7,6,1,6,2,3-6,-79.95953193127873,40.46465539821592
148573,0086B00245000000,5720 SOLWAY ST,"PITTSBURGH, PA",7073.18,4,Residential,Squirrel Hill North,8,14,3,14,4,2-18,-79.92500227551885,40.44268734079242
148574,0052L00036041900,5100 5TH AVE UNIT 419,"PITTSBURGH, PA",2639.82,4,Residential,Squirrel Hill North,8,14,3,14,4,2-26,-79.93941325109323,40.447279541352835
148575,0088P00031000000,BROWNS HILL RD,"PITTSBURGH, PA",26.68,4,Residential,Squirrel Hill South,5,15,3,15,4,2-12,-79.92491742619711,40.41517659656174
148576,0087F00117000000,5705 MELVIN ST,"PITTSBURGH, PA",2968.17,4,Residential,Squirrel Hill South,5,14,3,14,4,2-21,-79.9245403914986,40.43078766751882
148577,0086S00116000000,6348 DOUGLAS ST,"WEST MIFFLIN, PA",2662.69,4,Residential,Squirrel Hill South,5,14,3,14,4,2-21,-79.91661105138687,40.4333355406238
148578,0128E00100000000,MOUNT ROYAL RD,"PITTSBURGH, PA",0,4,Residential,Squirrel Hill South,5,14,3,14,4,2-20,-79.9140278152062,40.42886556301573
148579,0088G00115000000,3138 BEECHWOOD BLVD,"PITTSBURGH, PA",2220.5,4,Residential,Squirrel Hill South,5,14,3,14,4,2-15,-79.92302667345233,40.420372425272966
148580,0088P00032000000,BROWNS HILL RD,"PITTSBURGH, PA",38.12,4,Residential,Squirrel Hill South,5,15,3,15,4,2-12,-79.92477426164976,40.415022476448954
148581,0081A00098000000,WICKLIFF ST,"HARMONY, PA",13.35,4,Residential,Upper Lawrenceville,7,10,2,10,2,3-5,-79.94789096253118,40.47998765927373
148582,0120G00145000000,6111 BUTLER ST,"PITTSBURGH, PA",0,4,Commercial,Upper Lawrenceville,7,10,2,10,2,3-7,-79.94047760872235,40.48802011624575
148583,0022G00022000000,1920 SEDGWICK ST,"PITTSBURGH, PA",0,4,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02388782514222,40.45976679501757
148584,0033H00141000000,515 MARGARET ST,"PITTSBURGH, PA",446.9,4,Residential,Mount Oliver Borough,,,,,,,,
148585,0014R00297000000,160 BROWNSVILLE RD,"MURRYSVILLE, PA",1714.83,4,Commercial,Mount Oliver Borough,,,,,,,,
148586,0033D00227000000,ORMSBY AVE,"JACKSONVILLE, FL",162.98,4,Residential,Mount Oliver Borough,,,,,,,,
148587,0033H00060000000,107 HOLZER ST,"PITTSBURGH, PA",0,4,Residential,Mount Oliver Borough,,,,,,,,
148588,0033H00180000000,509 HERVEY ST,"PITTSBURGH, PA",237.81,4,Residential,Mount Oliver Borough,,,,,,,,
148589,0033D00354000000,305 ANTHONY ST,"VALENCIA, PA",231.66,4,Residential,Mount Oliver Borough,,,,,,,,
148590,0033C00364000000,108 ORMSBY AVE,"WASHINGTON, PA",495.08,4,Residential,Mount Oliver Borough,,,,,,,,
148591,0013N00280000000,215 PENN AVE,"CARNEGIE, PA",379.25,4,Residential,Mount Oliver Borough,,,,,,,,
148592,0032E00336000000,331 JACOB ST,"PITTSBURGH, PA",468.43,4,Residential,Mount Oliver Borough,,,,,,,,
148593,0014M00222000000,120 LOCUST ST,"PITTSBURGH, PA",383.35,4,Residential,Mount Oliver Borough,,,,,,,,
148594,0032E00343000000,516 OTTILLIA ST,"PITTSBURGH, PA",0,4,Residential,Mount Oliver Borough,,,,,,,,
148595,0033G00249000000,132 MARGARET ST,"PITTSBURGH, PA",443.83,4,Residential,Mount Oliver Borough,,,,,,,,
148596,0014M00168000000,125 KOEHLER ST,"PITTSBURGH, PA",918.4,4,Residential,Mount Oliver Borough,,,,,,,,
148597,0014R00332000000,229 LOCUST ST,"HOMESTEAD, PA",241.91,4,Residential,Mount Oliver Borough,,,,,,,,
148598,0014S00186000000,222 LOCUST ST,"PITTSBURGH, PA",487.9,4,Residential,Mount Oliver Borough,,,,,,,,
148599,0032E00355000000,ANTHONY ST,"PITTSBURGH, PA",0,4,Residential,Mount Oliver Borough,,,,,,,,
148600,0049B00261000000,227 42ND ST,"PITTSBURGH, PA",2617.46,4,Residential,Central Lawrenceville,7,9,2,9,2,3-3,-79.95944970040765,40.469941706149605
148601,0049C00052000A00,272 SERVICE WAY,"PITTSBURGH, PA",853.89,4,Residential,Central Lawrenceville,7,9,2,9,2,3-3,-79.95772357473577,40.470618607753586
148602,0047A00224000000,1026 SHREVE ST,"PITTSBURGH, PA",1034.97,4,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.99819369861477,40.47047141594874
148603,0047L00112000000,ROCKLEDGE ST,"PITTSBURGH, PA",0,4,Commercial,Spring Hill-City View,1,26,1,26,1,1-11,-79.98917064707916,40.46696726078367
148604,0047E00041000000,908 MINA ST,"PITTSBURGH, PA",522.78,4,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.99887744401096,40.46908320121171
148605,0024C00038000000,1320 DIANA ST,"PITTSBURGH, PA",1564.83,4,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99046676464064,40.461996039603704
148606,0047P00278000000,6 TANK ST,"HOMESTEAD, PA",619.46,4,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99418319326877,40.464446665540926
148607,0047P00279000000,7 TANK ST,"HOMESTEAD, PA",670.94,4,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99426246369791,40.464450018682506
148608,0047G00118000000,2149 HARBOR ST,"PITTSBURGH, PA",880.59,4,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.98991532584259,40.46884437776465
148609,0047A00285000000,1114 SOUTH SIDE AVE,"PITTSBURGH, PA",926.32,4,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.99620942847967,40.47043542060851
148610,0047F00033000000,2114 DONORA ST,"PITTSBURGH, PA",597.12,4,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.99137288840792,40.467424963788915
148611,0047N00229000000,76 OVERBECK ST,"OKLAHOMA CITY, OK",178.85,4,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99700877096694,40.46438035737644
148612,0024B00340000A00,2 DIANA ST,"PITTSBURGH, PA",0,4,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99184799540063,40.46151602020114
148613,0047E00184000000,ROYAL ST,"PITTSBURGH, PA",40.04,4,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.99824413874336,40.46802748607536
148614,0047P00204000000,1702 LEISTER ST,"PITTSBURGH, PA",0,4,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99251710245503,40.464098151927004
148615,0047P00277000000,4 TANK ST,"HOMESTEAD, PA",501.29,4,Residential,Spring Hill-City View,1,24,1,24,1,1-24,-79.99410630648273,40.46443977121321
148616,0047A00235000000,910 SOUTH SIDE AVE,"PITTSBURGH, PA",680.45,4,Commercial,Spring Hill-City View,1,26,1,26,1,1-11,-79.99925033337098,40.469986585823435
148617,0047E00035000000,918 MINA ST,"PITTSBURGH, PA",0,4,Residential,Spring Hill-City View,1,26,1,26,1,1-11,-79.9984320699269,40.46921911060824
148618,0173F00233000000,BROADHEAD ST,"PITTSBURGH, PA",22.87,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89134263942795,40.469298635929995
148619,0124L00300000001,BRILLIANT BR,"ATLANTA, GA",0,4,Utilities,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90701637639168,40.46606160567534
148620,0173F00306000000,7305 SOMERSET ST,"PITTSBURGH, PA",67.66,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89125574799324,40.467955004034906
148621,0172N00049000000,6935 CHURCHLAND ST,"PITTSBURGH, PA",640.44,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89755651131051,40.47255255750262
148622,0173C00147000000,1688 BROADHEAD ST,"PITTSBURGH, PA",322.12,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.88943387704553,40.47041988547238
148623,0124R00390000003,E SIDE,"OAKMONT, PA",0,4,Utilities,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90558619827011,40.464875976135914
148624,0173L00003000000,7281 LEMINGTON AVE,"PITTSBURGH, PA",362.14,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89085992434437,40.46731510283386
148625,0124G00280000000,LARIMER AVE,"PITTSBURGH, PA",11.44,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90654935029995,40.46814198272465
148626,0124H00251000000,1248 MONTEZUMA ST,"PITTSBURGH, PA",346.91,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90124759583898,40.468193894428595
148627,0173B00014000000,1625 WESTMORELAND AVE,"PITTSBURGH, PA",437.32,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89169424178918,40.470221385333154
148628,0173F00210000000,1539 BROADHEAD ST,"PITTSBURGH, PA",155.05,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.8930243143691,40.46863856234254
148629,0124L00286000000,6610 ROWAN ST,"PITTSBURGH, PA",337.37,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.9043341464451,40.46492662582672
148630,0124L00270000000,6558 ROWAN ST,"PITTSBURGH, PA",125.99,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90529569757383,40.46550519735337
148631,0173C00292000000,TRAVELLA BLVD,"TURTLE CREEK, PA",57.18,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.88887700573024,40.47212322876803
148632,0173L00065000000,1504 OAKDENE ST,"PITTSBURGH, PA",373.6,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89068601056972,40.465610533502925
148633,0124G00082000000,6427 DEAN ST,"PITTSBURGH, PA",0,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90463287514554,40.46886320089201
148634,0124G00104000A00,1163 PAULSON AVE,"CLAIRTON, PA",343.08,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.9039611328894,40.467979547054306
148635,0173F00251000000,1542 BROADHEAD ST,"PITTSBURGH, PA",266.84,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.892434926655,40.4683385915698
148636,0173L00035000000,7284 LEMINGTON AVE,"PITTSBURGH, PA",979.68,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89059880412549,40.46691266599607
148637,0173R00010000000,1322 OAKDENE ST,"PITTSBURGH, PA",297.87,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89058708366295,40.46259714759843
148638,0173F00102000000,1405 WESTMORELAND AVE,"PITTSBURGH, PA",0,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89481610627276,40.46797828256212
148639,0124H00357000000,MONTEZUMA ST,"PITTSBURGH, PA",15.25,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90177104743833,40.467634559902336
148640,0124R00358000000,6614 ROWAN ST,"PITTSBURGH, PA",0,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90416576531895,40.46490743251836
148641,0124R00246000000,LINCOLN AVE,"PITTSBURGH, PA",9.54,4,Commercial,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90446604842177,40.46336495017424
148642,0173F00234000000,BROADHEAD ST,"PITTSBURGH, PA",22.87,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.8912629572014,40.46932476834228
148643,0123S00020000000,OLIVANT PL,"ALLISON PARK, PA",137.23,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90224492487488,40.47236390299709
148644,0173L00062000000,OAKDENE ST,"PITTSBURGH, PA",135.34,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89067976728037,40.465495142276616
148645,0172P00302000000,7007 ROSS GARDEN RD,"PITTSBURGH, PA",171.54,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.8950422795202,40.47227327228779
148646,0124H00159000000,1337 PAULSON AVE,"PITTSBURGH, PA",1002.56,4,Commercial,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.89981411161122,40.46953189804794
148647,0173N00068000000,7047 APPLE ST,"PITTSBURGH, PA",1336.12,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89711738775338,40.46450204736155
148648,0124H00042000000,6587 NAVARRO ST,"WINSTON SALEM, NC",316.42,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90282956736888,40.46883693236399
148649,0124G00060000000,6403 CLIFFORD ST,"CANTON, OH",0,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-15,-79.90499274288098,40.469732877174955
148650,0172N00058000000,6913 CHURCHLAND ST,"PITTSBURGH, PA",96.04,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89797792360248,40.473084013182444
148651,0172R00068000000,1809 FUNSTON AVE,"PITTSBURGH, PA",569.9,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.88805054146901,40.472501914724
148652,0173R00058000000,1419 OBERLIN ST,"PITTSBURGH, PA",773.84,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89027670561228,40.46387744596203
148653,0173J00354000200,1316 GROTTO ST,"PITTSBURGH, PA",480.31,4,Residential,Lincoln-Lemington-Belmar,9,12,2,12,5,3-18,-79.89608083543082,40.466582982626804
148654,0002B00351000001,BIGELOW BLVD,"PITTSBURGH, PA",0,4,Utilities,Central Business District,1,2,1,2,2,1-3,-79.99369752471017,40.442593072591656
148655,0001C01662019500,320 FORT DUQUESNE BLVD UNIT 19-E,"PITTSBURGH, PA",2191.9,4,Residential,Central Business District,1,2,1,2,2,1-3,-80.0071251004748,40.442560750816014
148656,0001C01661000000,320 FORT DUQUESNE BLVD STE 300,"PITTSBURGH, PA",5527.4,4,Commercial,Central Business District,1,2,1,2,2,1-3,-80.00695189200053,40.44213197489058
148657,0032J00109000000,KESSLER ST,"PITTSBURGH, PA",185.53,5,Residential,,,,,,,,,
148658,0135H00042000000,621 CALERA ST,"PITTSBURGH, PA",158.21,5,Residential,Hays,5,31,4,31,4,4-20,-79.93301640898721,40.381980527255855
148659,0135D00012000000,CALERA ST,,221.1,5,Residential,Hays,5,31,4,31,4,4-20,-79.93323787256986,40.38267451871149
148660,0134N00095000000,LAVILLE AVE,"PITTSBURGH, PA",0,5,Residential,Hays,5,31,4,31,4,4-20,-79.93002375492632,40.374839285237265
148661,0043S00027000000,205 SAGAMORE ST,"PITTSBURGH, PA",651.76,5,Residential,Esplen,2,20,5,20,6,1-27,-80.05331730324966,40.463315357223934
148662,0042D00188000002,SAGINAW ST,"ATLANTA, GA",0,5,Residential,Esplen,2,20,5,20,6,1-27,-80.05010298551137,40.46024577726697
148663,0042C00095000000,302 OREGON ST,"HOMESTEAD, PA",711.46,5,Residential,Esplen,2,20,5,20,6,1-27,-80.05391805545119,40.46176012762566
148664,0034M00051000000,226 FORDYCE ST,"PITTSBURGH, PA",973.98,5,Residential,Bon Air,4,18,4,18,3,4-7,-80.00082752679988,40.408706700551484
148665,0033N00168000000,421 DRYCOVE ST,"PITTSBURGH, PA",684.8,5,Residential,Bon Air,4,18,4,18,3,4-7,-79.99691016631009,40.40514091649738
148666,0033J00180000000,108 ABNER AVE,"CORAOPOLIS, PA",292.16,5,Residential,Bon Air,4,18,4,18,3,4-7,-79.99766259426079,40.40844295287382
148667,0034H00198000000,359 CAPERTON ST,"PITTSBURGH, PA",1217.95,5,Residential,Bon Air,4,18,4,18,3,4-7,-79.99982054944175,40.409900333328814
148668,0095M00244000000,118 RAVILLA AVE,"PITTSBURGH, PA",0,5,Residential,Carrick,4,29,4,29,3,4-23,-79.98688163063377,40.388581473131566
148669,0059A00022000000,341 BIRMINGHAM AVE,"PITTSBURGH, PA",1334.22,5,Residential,Carrick,4,29,4,29,3,4-12,-79.98252534233245,40.40382498865495
148670,0137A00387000000,36 STEWART AVE,"PITTSBURGH, PA",992,5,Residential,Carrick,4,29,4,29,3,4-23,-79.97863822622551,40.38281863183734
148671,0060R00088000000,204 COPPERFIELD AVE,"PITTSBURGH, PA",215.92,5,Residential,Carrick,4,29,4,29,3,4-23,-79.9901525172383,40.3955134989168
148672,0060G00226000000,1621 CONCORDIA ST,"PITTSBURGH, PA",587.58,5,Residential,Carrick,4,29,4,29,3,4-12,-79.98705859985155,40.39940484289636
148673,0060M00124000000,1701 LEOLYN ST,"ESCONDIDO, CA",712.85,5,Residential,Carrick,4,29,4,29,3,4-12,-79.98581927520637,40.398913799893194
148674,0033S00024000000,1010 WINGATE ST,"PITTSBURGH, PA",0,5,Residential,Carrick,4,29,4,29,3,4-12,-79.98581903241617,40.40552509815026
148675,0094P00042000000,116 KIRK AVE,"PITTSBURGH, PA",1097.85,5,Residential,Carrick,4,29,4,29,3,4-15,-79.97754296929043,40.386238039807736
148676,0094F00106000000,2518 WATERMAN AVE,"PITTSBURGH, PA",853.89,5,Residential,Carrick,4,29,4,29,3,4-15,-79.97735582251734,40.390999469744756
148677,0095G00271000000,2231 SPOKANE AVE,"PITTSBURGH, PA",1212.24,5,Residential,Carrick,4,29,4,29,3,4-23,-79.99004524552358,40.38996386478143
148678,0060E00115000000,1408 NOBLES LN,"PITTSBURGH, PA",907.28,5,Residential,Carrick,4,29,4,29,3,4-23,-79.99801563723504,40.399724342834816
148679,0059N00350000000,344 BECKS RUN RD,"PITTSBURGH, PA",316.4,5,Residential,Carrick,4,29,4,29,3,4-15,-79.97907055840317,40.39448127800839
148680,0033R00124000000,1035 BROWNSVILLE RD,"PITTSBURGH, PA",0,5,Residential,Carrick,4,29,4,29,3,4-12,-79.99108732077418,40.40600873364557
148681,0094E00146000000,CARRICK AVE,"PITTSBURGH, PA",34.31,5,Residential,Carrick,4,29,4,29,3,4-15,-79.98159470684976,40.38980180699344
148682,0095H00096000000,2219 BROWNSVILLE RD,"LAS VEGAS, NV",400.26,5,Commercial,Carrick,4,29,4,29,3,4-12,-79.98591806362687,40.390827144180946
148683,0033S00053000000,1006 THEONA ST,"PITTSBURGH, PA",158.58,5,Residential,Carrick,4,29,4,29,3,4-12,-79.98679765633257,40.40573021492818
148684,0060D00261000000,218 BIRMINGHAM AVE,"PITTSBURGH, PA",1124.56,5,Residential,Carrick,4,29,4,29,3,4-12,-79.98553039631446,40.402236158020585
148685,0060C00208000000,120 BIRMINGHAM AVE,"PITTSBURGH, PA",1290.91,5,Residential,Carrick,4,29,4,29,3,4-12,-79.98737665247437,40.402044062569004
148686,0094K00125000000,220 SPENCER AVE,"PITTSBURGH, PA",0,5,Residential,Carrick,4,29,4,29,3,4-15,-79.97584067687428,40.38893750521282
148687,0019D00095000000,STEUBEN ST,"PITTSBURGH, PA",53.37,5,Residential,Elliott,2,20,5,20,6,1-17,-80.03660836099172,40.441445979151446
148688,0020F00173000000,VALLE RUE ST,"PITTSBURGH, PA",66.72,5,Residential,Elliott,2,20,5,20,6,1-17,-80.04368567402453,40.449864532798806
148689,0019C00083000000,100 ATTICA ST,"PITTSBURGH, PA",449.82,5,Residential,Elliott,2,20,5,20,6,1-17,-80.0371004020336,40.44161443797724
148690,0020F00174000000,VALLE RUE ST,"PITTSBURGH, PA",284,5,Residential,Elliott,2,20,5,20,6,1-17,-80.0435755895775,40.449643480135
148691,0020L00167000000,1013 VALONIA ST,"PITTSBURGH, PA",813.87,5,Residential,Elliott,2,20,5,20,6,1-17,-80.03748704449023,40.446665526591175
148692,0020S00282000000,303 ATTICA ST,"PITTSBURGH, PA",0,5,Residential,Elliott,2,20,5,20,6,1-17,-80.03413366924826,40.443340750947726
